Sn,From,to,pm10,pm2.5,NO,NO2,NOX,CO,SO2,NH3,Ozone,Benzene
5501,30-03-2023 07:00,30-03-2023 07:15,405,150,68.5,55.2,85.1,1.94,12.5,11.8,2.9,NA
5502,30-03-2023 07:15,30-03-2023 07:30,348,150,57.6,60.3,78.9,2.87,15.6,11.9,2.5,NA
5503,30-03-2023 07:30,30-03-2023 07:45,348,150,59.8,61.2,81.2,2.47,19.2,11.8,3.4,NA
5504,30-03-2023 07:45,30-03-2023 08:00,348,258,61,68.1,85.8,3.05,24.7,12,3.7,NA
5505,30-03-2023 08:00,30-03-2023 08:15,348,258,60.7,75.8,89.7,2.51,23.8,12.7,6.9,NA
5506,30-03-2023 08:15,30-03-2023 08:30,294,258,43.8,88.2,82.5,1.9,18.9,12.4,17.8,NA
5507,30-03-2023 08:30,30-03-2023 08:45,294,258,19.3,86.9,61.9,1.69,17,8.3,31.7,NA
5508,30-03-2023 08:45,30-03-2023 09:00,294,111,11.2,71.2,47,1.63,29.3,12.6,NA,NA
5509,30-03-2023 09:00,30-03-2023 09:15,294,111,9.4,66,42.7,1.41,112.5,12.2,NA,NA
5510,30-03-2023 09:15,30-03-2023 09:30,294,111,10.2,68.1,44.5,1.37,123.1,10.3,40.6,NA
5511,30-03-2023 09:30,30-03-2023 09:45,294,111,9,69.2,44.2,1.41,167.7,8.3,28.2,NA
5512,30-03-2023 09:45,30-03-2023 10:00,389,47,11.2,74.5,48.7,NA,265.9,7.5,13.3,NA
5513,30-03-2023 10:00,30-03-2023 10:15,389,47,20.9,75.9,57.4,NA,288.9,8.1,15.1,NA
5514,30-03-2023 10:15,30-03-2023 10:30,389,47,24.2,80.6,62.5,2.13,116.6,8,47.3,NA
5515,30-03-2023 10:30,30-03-2023 10:45,389,47,12,87.7,56.4,1.39,103.3,7.9,56.8,NA
5516,30-03-2023 10:45,30-03-2023 11:00,190,48,6.9,81.9,49.2,1.43,NA,8.2,49.7,NA
5517,30-03-2023 11:00,30-03-2023 11:15,190,48,6.3,73.6,44.3,1.44,NA,8.8,33.8,NA
5518,30-03-2023 11:15,30-03-2023 11:30,190,48,7.4,74.3,45.5,1.45,NA,8.8,43.9,NA
5519,30-03-2023 11:30,30-03-2023 11:45,190,48,7.1,74.5,45.4,1.45,159.3,8.2,44.2,NA
5520,30-03-2023 11:45,30-03-2023 12:00,124,54,NA,NA,NA,1.45,169.5,NA,43.9,NA
5521,30-03-2023 12:00,30-03-2023 12:15,124,54,NA,NA,NA,1.44,179.7,NA,41,NA
5522,30-03-2023 12:15,30-03-2023 12:30,124,54,NA,NA,NA,1.44,142.3,11.4,51.9,NA
5523,30-03-2023 12:30,30-03-2023 12:45,124,54,6.1,73.2,43.9,1.45,145.3,7,50.6,NA
5524,30-03-2023 12:45,30-03-2023 13:00,127,55,5.7,73.4,43.7,1.45,168.9,7.2,47.1,NA
5525,30-03-2023 13:00,30-03-2023 13:15,127,55,5.5,73.8,43.7,1.52,143.7,7.5,52.1,NA
5526,30-03-2023 13:15,30-03-2023 13:30,127,55,4.5,71.6,41.7,1.48,117.6,8.1,59.1,NA
5527,30-03-2023 13:30,30-03-2023 13:45,127,55,3.9,67.9,39.3,1.47,115.7,8.7,56.9,NA
5528,30-03-2023 13:45,30-03-2023 14:00,113,60,4.6,68.7,40.2,1.45,149,8.4,49.2,NA
5529,30-03-2023 14:00,30-03-2023 14:15,113,60,4.6,70.5,41.3,1.44,109,8.3,62.1,NA
5530,30-03-2023 14:15,30-03-2023 14:30,113,60,5,67.2,39.9,1.48,82.8,8.4,70.8,NA
5531,30-03-2023 14:30,30-03-2023 14:45,113,60,4.3,61.2,36.1,1.44,69.6,8.5,77.7,NA
5532,30-03-2023 14:45,30-03-2023 15:00,113,62,4,56.5,33.3,1.48,72.9,8.4,74.8,NA
5533,30-03-2023 15:00,30-03-2023 15:15,113,62,4.2,54.4,32.4,1.48,97.8,8.4,66.7,NA
5534,30-03-2023 15:15,30-03-2023 15:30,113,62,4.6,57.4,34.3,1.48,134.5,8.8,51.6,NA
5535,30-03-2023 15:30,30-03-2023 15:45,113,62,4.6,65.2,38.4,1.49,159.7,9.1,40.2,NA
5536,30-03-2023 15:45,30-03-2023 16:00,113,75,4.6,72.2,42.1,1.51,110,9.4,54,NA
5537,30-03-2023 16:00,30-03-2023 16:15,113,75,4.4,73.1,42.4,1.49,93.4,9.3,57.6,NA
5538,30-03-2023 16:15,30-03-2023 16:30,113,75,4.1,70.7,40.9,1.52,90.8,9.7,53.5,NA
5539,30-03-2023 16:30,30-03-2023 16:45,113,75,3.9,69.4,40.1,1.55,96.8,9.7,50.2,NA
5540,30-03-2023 16:45,30-03-2023 17:00,196,87,4.6,69.9,40.9,1.53,101.8,9.7,57.1,NA
5541,30-03-2023 17:00,30-03-2023 17:15,196,87,4.7,67,39.5,1.6,83.8,9,63.6,NA
5542,30-03-2023 17:15,30-03-2023 17:30,196,87,4.5,61.3,36.2,1.63,61,8.8,63.2,NA
5543,30-03-2023 17:30,30-03-2023 17:45,196,87,4.2,53.4,31.9,1.61,21.6,7.8,68.1,NA
5544,30-03-2023 17:45,30-03-2023 18:00,196,55,3.3,45.8,27,1.75,10.1,7.2,66.7,NA
5545,30-03-2023 18:00,30-03-2023 18:15,196,55,3.3,39.9,23.9,1.75,6.2,7.3,65.3,NA
5546,30-03-2023 18:15,30-03-2023 18:30,196,55,2.9,36.7,21.9,1.76,6.4,7.7,62.1,NA
5547,30-03-2023 18:30,30-03-2023 18:45,171,55,3.1,34.6,20.9,1.76,7.8,7.7,61,NA
5548,30-03-2023 18:45,30-03-2023 19:00,171,46,3.1,33.5,20.4,1.75,6.6,7.6,63.4,NA
5549,30-03-2023 19:00,30-03-2023 19:15,171,46,3.4,33.7,20.6,1.8,6,7.9,60,NA
5550,30-03-2023 19:15,30-03-2023 19:30,171,46,3.9,34.1,21.4,1.8,6.8,8.3,58.1,NA
5551,30-03-2023 19:30,30-03-2023 19:45,171,46,4.2,33.9,21.5,1.77,7.6,8.5,62,NA
5552,30-03-2023 19:45,30-03-2023 20:00,171,52,4.2,33.4,21.2,1.79,11.2,8.4,67.1,NA
5553,30-03-2023 20:00,30-03-2023 20:15,171,52,3.9,33.5,21,1.79,13.6,8.5,63.1,NA
5554,30-03-2023 20:15,30-03-2023 20:30,171,52,3,34.5,20.8,1.81,18.1,8.7,56.3,NA
5555,30-03-2023 20:30,30-03-2023 20:45,74,52,3.5,37,22.5,1.77,36.3,8.5,54.1,NA
5556,30-03-2023 20:45,30-03-2023 21:00,74,63,3.4,38.8,23.4,1.71,38.8,9.1,55.4,NA
5557,30-03-2023 21:00,30-03-2023 21:15,74,63,3,40.2,23.9,1.63,33.3,9.7,55.9,NA
5558,30-03-2023 21:15,30-03-2023 21:30,74,63,3.4,40.2,24.1,1.67,31.3,10.2,54.7,NA
5559,30-03-2023 21:30,30-03-2023 21:45,92,63,4.1,40.3,24.7,1.66,31.3,10.1,52.1,NA
5560,30-03-2023 21:45,30-03-2023 22:00,92,50,4.3,39,24.3,1.56,30.2,10.2,53.8,NA
5561,30-03-2023 22:00,30-03-2023 22:15,92,50,4.4,38.1,23.9,1.55,27.7,10.3,54.6,NA
5562,30-03-2023 22:15,30-03-2023 22:30,92,50,4.8,36.4,23.3,1.59,25,10.3,50.8,NA
5563,30-03-2023 22:30,30-03-2023 22:45,68,50,4.4,36.9,23.2,1.61,22.4,10.1,51.5,NA
5564,30-03-2023 22:45,30-03-2023 23:00,68,43,3.8,37.7,23.1,1.64,20.1,9.7,56.7,NA
5565,30-03-2023 23:00,30-03-2023 23:15,68,43,3.8,37,22.8,1.66,17.6,10,56.8,NA
5566,30-03-2023 23:15,30-03-2023 23:30,68,43,3.4,36,21.9,1.66,17,9.8,57.6,NA
5567,30-03-2023 23:30,30-03-2023 23:45,NA,43,3.5,34.4,21.2,1.63,14.9,10,55.5,NA
5568,30-03-2023 23:45,31-03-2023 00:00,61,43,3.9,33.9,21.2,NA,NA,9.7,51.3,NA
5569,31-03-2023 00:00,31-03-2023 00:15,61,43,3.7,33.8,21,1.49,20.6,9.8,40.7,NA
5570,31-03-2023 00:15,31-03-2023 00:30,61,43,3.1,33.9,20.6,1.74,24.7,9.9,40.2,NA
5571,31-03-2023 00:30,31-03-2023 00:45,61,43,2.9,34.5,20.7,1.98,23.3,9.8,41.3,NA
5572,31-03-2023 00:45,31-03-2023 01:00,61,41,3.7,34.8,21.6,1.98,22.6,9.8,37.7,NA
5573,31-03-2023 01:00,31-03-2023 01:15,42,41,3.9,34.8,21.7,1.99,19.4,8.7,36.6,NA
5574,31-03-2023 01:15,31-03-2023 01:30,42,41,4.3,34.8,22,1.97,13.9,8.1,35.1,NA
5575,31-03-2023 01:30,31-03-2023 01:45,42,41,4.4,35.2,22.3,1.98,14,7.9,35.6,NA
5576,31-03-2023 01:45,31-03-2023 02:00,42,39,3.9,34.6,21.6,1.98,13.4,8.2,38.8,NA
5577,31-03-2023 02:00,31-03-2023 02:15,42,39,3.7,34.5,21.4,1.98,14.7,8.2,40.9,NA
5578,31-03-2023 02:15,31-03-2023 02:30,42,39,3.7,33.5,20.9,1.97,14.9,8.4,41.9,NA
5579,31-03-2023 02:30,31-03-2023 02:45,42,39,4.1,32.7,20.7,1.98,13.2,8.3,40.3,NA
5580,31-03-2023 02:45,31-03-2023 03:00,42,37,4.2,32.7,20.8,1.98,12.4,8.4,38.5,NA
5581,31-03-2023 03:00,31-03-2023 03:15,42,37,3.9,32.8,20.6,1.98,12.4,8.2,37.2,NA
5582,31-03-2023 03:15,31-03-2023 03:30,89,37,4.2,31.8,20.4,1.98,10.7,8.5,34.1,NA
5583,31-03-2023 03:30,31-03-2023 03:45,89,37,4.5,32.7,21,2.06,13.1,8.6,25.6,NA
5584,31-03-2023 03:45,31-03-2023 04:00,89,47,4.1,36.1,22.6,2.12,17.9,8.9,24.9,NA
5585,31-03-2023 04:00,31-03-2023 04:15,89,47,4,41.8,25.5,2.21,20.2,8.9,25.1,NA
5586,31-03-2023 04:15,31-03-2023 04:30,89,47,4.2,45.7,27.7,2.29,24.2,8.9,27.9,NA
5587,31-03-2023 04:30,31-03-2023 04:45,89,47,3.8,48.1,28.7,2.21,30.7,8.7,28.2,NA
5588,31-03-2023 04:45,31-03-2023 05:00,741,57,4.2,47.7,28.8,2.03,33.4,9,25.8,NA
5589,31-03-2023 05:00,31-03-2023 05:15,741,57,4.6,50,30.4,2.02,86.8,9,10.6,NA
5590,31-03-2023 05:15,31-03-2023 05:30,741,57,5.3,54.5,33.3,2,52,8.8,28.4,NA
5591,31-03-2023 05:30,31-03-2023 05:45,741,57,4.8,54.5,32.9,2,32.7,8.8,35.7,NA
5592,31-03-2023 05:45,31-03-2023 06:00,741,54,4.4,51.3,30.9,2,31.9,9,37.2,NA
5593,31-03-2023 06:00,31-03-2023 06:15,741,54,4.4,47.5,28.8,1.99,31.9,8.9,38.8,NA
5594,31-03-2023 06:15,31-03-2023 06:30,741,54,4,42.9,26.1,1.95,20,8.8,39.5,NA
5595,31-03-2023 06:30,31-03-2023 06:45,741,54,4.2,38.3,23.8,1.97,18.4,9.2,35.7,NA
5596,31-03-2023 06:45,31-03-2023 07:00,741,39,4.9,35.1,22.6,2.05,16.8,9.5,30.5,NA
5597,31-03-2023 07:00,31-03-2023 07:15,376,39,4.8,34.7,22.4,2.18,18.2,9.6,25.4,NA
5598,31-03-2023 07:15,31-03-2023 07:30,376,39,4.2,36.8,23,2.14,17.7,9.7,27.5,NA
5599,31-03-2023 07:30,31-03-2023 07:45,376,39,4.2,39.3,24.3,2.16,18.1,9.4,23.5,NA
5600,31-03-2023 07:45,31-03-2023 08:00,376,63,3.6,42.2,25.4,2.08,20,9.2,30.2,NA
5601,31-03-2023 08:00,31-03-2023 08:15,199,63,4.3,43.1,26.4,1.99,18.3,9.3,42.1,NA
5602,31-03-2023 08:15,31-03-2023 08:30,199,63,4.5,41.2,25.5,1.98,16.4,9.6,43.8,NA
5603,31-03-2023 08:30,31-03-2023 08:45,199,63,4.2,38,23.6,1.98,13.2,9.4,42.5,NA
5604,31-03-2023 08:45,31-03-2023 09:00,199,37,3.6,35.2,21.6,2,11,9.8,NA,NA
5605,31-03-2023 09:00,31-03-2023 09:15,199,37,3.5,33.1,20.4,2.02,7,9.8,NA,NA
5606,31-03-2023 09:15,31-03-2023 09:30,90,37,3.3,31.1,19.2,1.99,4.4,8.9,43.4,NA
5607,31-03-2023 09:30,31-03-2023 09:45,90,37,3.7,31,19.4,1.97,6.4,8.1,44.1,NA
5608,31-03-2023 09:45,31-03-2023 10:00,90,29,3.8,29,18.5,NA,6.7,8.5,48.5,NA
5609,31-03-2023 10:00,31-03-2023 10:15,90,29,3.6,28,17.8,NA,5.7,8.6,51.9,NA
5610,31-03-2023 10:15,31-03-2023 10:30,90,29,3.9,27.3,17.7,2.78,4.2,8.5,53.4,NA
5611,31-03-2023 10:30,31-03-2023 10:45,90,29,4.5,27.5,18.3,1.94,9.6,7.8,54.6,NA
5612,31-03-2023 10:45,31-03-2023 11:00,53,25,4.3,27.1,17.9,1.92,NA,7.6,60.5,NA
5613,31-03-2023 11:00,31-03-2023 11:15,53,25,4.4,25.8,17.3,1.92,NA,8.1,64.5,NA
5614,31-03-2023 11:15,31-03-2023 11:30,53,25,3.5,24.4,15.9,1.91,NA,7.9,66,NA
5615,31-03-2023 11:30,31-03-2023 11:45,53,25,2.1,25.8,15.4,1.89,64,7.2,53.5,NA
5616,31-03-2023 11:45,31-03-2023 12:00,53,21,NA,NA,NA,1.75,316.5,NA,18.4,NA
5617,31-03-2023 12:00,31-03-2023 12:15,53,21,NA,NA,NA,1.74,278.8,NA,16.1,NA
5618,31-03-2023 12:15,31-03-2023 12:30,53,21,NA,NA,NA,1.73,64.5,11.8,55.9,NA
5619,31-03-2023 12:30,31-03-2023 12:45,53,21,9,69.5,44.3,1.73,60.3,5.5,55.2,NA
5620,31-03-2023 12:45,31-03-2023 13:00,53,25,5.4,60,36.3,1.17,126.4,7.3,45.4,NA
5621,31-03-2023 13:00,31-03-2023 13:15,53,25,5.6,62.9,38,1.11,103.5,7.2,48.4,NA
5622,31-03-2023 13:15,31-03-2023 13:30,53,25,5.1,60.6,36.4,1.12,84,8.1,53.6,NA
5623,31-03-2023 13:30,31-03-2023 13:45,53,25,4.3,57.2,33.9,1.13,45.9,8.5,64.2,NA
5624,31-03-2023 13:45,31-03-2023 14:00,53,33,3.9,52.3,31,1.18,55.1,8.8,64.4,NA
5625,31-03-2023 14:00,31-03-2023 14:15,53,33,3.6,49.9,29.4,1.16,70.8,9.1,52.9,NA
5626,31-03-2023 14:15,31-03-2023 14:30,53,33,3.4,49.4,29,1.16,37.9,8.8,64.5,NA
5627,31-03-2023 14:30,31-03-2023 14:45,53,33,3.2,46.6,27.4,1.34,26.4,8.5,69.3,NA
5628,31-03-2023 14:45,31-03-2023 15:00,53,36,3.4,41.9,25.1,1.4,19.9,9.2,65.2,NA
5629,31-03-2023 15:00,31-03-2023 15:15,53,36,3.6,38.7,23.6,1.42,17.1,9.4,60.5,NA
5630,31-03-2023 15:15,31-03-2023 15:30,53,36,3.6,36.9,22.5,1.43,21.5,9.7,49.9,NA
5631,31-03-2023 15:30,31-03-2023 15:45,53,36,3.8,38.2,23.4,1.4,55.7,9.9,29.5,NA
5632,31-03-2023 15:45,31-03-2023 16:00,53,48,4.2,46.4,28.1,1.41,67.2,9.5,16.9,NA
5633,31-03-2023 16:00,31-03-2023 16:15,53,48,4.5,54.6,32.7,1.43,55.7,9.1,13.7,NA
5634,31-03-2023 16:15,31-03-2023 16:30,53,48,3.7,59.5,34.6,1.43,56,9.1,19.5,NA
5635,31-03-2023 16:30,31-03-2023 16:45,53,48,4.3,58.6,34.7,1.48,39.2,9,36.6,NA
5636,31-03-2023 16:45,31-03-2023 17:00,53,36,4.6,51.8,31.3,1.52,24.8,9.1,38.8,NA
5637,31-03-2023 17:00,31-03-2023 17:15,53,36,4.4,45.1,27.6,1.58,18.6,8.1,37.4,NA
5638,31-03-2023 17:15,31-03-2023 17:30,53,36,4.2,39.9,24.7,1.55,14.7,7.3,37.1,NA
5639,31-03-2023 17:30,31-03-2023 17:45,53,36,4,36.3,22.6,1.48,12.8,7.3,36.8,NA
5640,31-03-2023 17:45,31-03-2023 18:00,53,19,4.3,33.2,21.1,1.48,10.2,7.3,34.8,NA
5641,31-03-2023 18:00,31-03-2023 18:15,53,19,3.3,30.8,19.1,1.47,9.7,7.3,37.6,NA
5642,31-03-2023 18:15,31-03-2023 18:30,53,19,3.8,29.1,18.6,1.45,8.6,7.3,32.7,NA
5643,31-03-2023 18:30,31-03-2023 18:45,53,19,4.4,29.5,19.3,1.48,8.8,7.2,28,NA
5644,31-03-2023 18:45,31-03-2023 19:00,53,22,4.7,30.4,20,1.61,9.5,7.2,25.1,NA
5645,31-03-2023 19:00,31-03-2023 19:15,53,22,5.1,33.4,21.9,1.58,11.4,6.9,24.7,NA
5646,31-03-2023 19:15,31-03-2023 19:30,53,22,4.8,35.4,22.7,1.49,9.8,7.1,25,NA
5647,31-03-2023 19:30,31-03-2023 19:45,53,22,4.8,36.5,23.3,1.51,9.9,7.4,23.3,NA
5648,31-03-2023 19:45,31-03-2023 20:00,53,29,4.3,37.8,23.6,1.63,12.1,7.2,19.3,NA
5649,31-03-2023 20:00,31-03-2023 20:15,53,29,4.9,42.9,26.8,1.82,16.7,7.6,2.1,NA
5650,31-03-2023 20:15,31-03-2023 20:30,53,29,6.9,51.7,33.1,1.91,32.8,7.9,2.8,NA
5651,31-03-2023 20:30,31-03-2023 20:45,53,29,9.3,56.9,37.9,1.87,48.4,7.9,8.1,NA
5652,31-03-2023 20:45,31-03-2023 21:00,53,44,10.7,60,40.6,1.91,57.4,8.2,8.5,NA
5653,31-03-2023 21:00,31-03-2023 21:15,53,44,12.6,61.4,42.9,1.98,57.8,8.7,8.2,NA
5654,31-03-2023 21:15,31-03-2023 21:30,53,44,12.5,63.8,44.1,1.92,58.3,8.8,8.4,NA
5655,31-03-2023 21:30,31-03-2023 21:45,53,44,12.8,63.9,44.4,1.75,56.9,8.5,9.9,NA
5656,31-03-2023 21:45,31-03-2023 22:00,53,49,11.3,62,42.2,1.59,51.3,8.8,14.5,NA
5657,31-03-2023 22:00,31-03-2023 22:15,53,49,9.7,58.1,38.8,1.51,38.9,9.1,21.4,NA
5658,31-03-2023 22:15,31-03-2023 22:30,53,49,7.5,52.7,34.1,1.5,29.5,9,25.3,NA
5659,31-03-2023 22:30,31-03-2023 22:45,53,49,6.1,47.4,30.1,1.52,29.5,8.9,26.2,NA
5660,31-03-2023 22:45,31-03-2023 23:00,53,37,5.2,43.1,27.2,1.5,30.6,9,32,NA
5661,31-03-2023 23:00,31-03-2023 23:15,53,37,5,39.9,25.3,1.48,25.4,8.5,35.5,NA
5662,31-03-2023 23:15,31-03-2023 23:30,53,37,4.4,37.3,23.4,1.49,19.2,8.4,34.6,NA
5663,31-03-2023 23:30,31-03-2023 23:45,53,37,3.6,35.6,21.9,1.5,16.2,8.2,31.3,NA
5664,31-03-2023 23:45,01-04-2023 00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5665,01-04-2023 00:00,01-04-2023 00:15,53,27,4.4,34,21.7,1.4,15.1,8.3,27.5,NA
5666,01-04-2023 00:15,01-04-2023 00:30,53,27,4.1,34.7,21.8,1.41,13.2,8.3,26.3,NA
5667,01-04-2023 00:30,01-04-2023 00:45,53,27,3.7,35.4,21.9,1.41,12,8.1,31.4,NA
5668,01-04-2023 00:45,01-04-2023 01:00,53,25,3.8,34.4,21.3,1.4,12.1,8.1,35.1,NA
5669,01-04-2023 01:00,01-04-2023 01:15,53,25,3.9,33.7,21.1,1.39,11.6,7.7,36.9,NA
5670,01-04-2023 01:15,01-04-2023 01:30,53,25,3.7,33.1,20.6,1.39,15.7,7.3,34.8,NA
5671,01-04-2023 01:30,01-04-2023 01:45,53,25,4,32.1,20.3,1.4,18.3,7.3,37.2,NA
5672,01-04-2023 01:45,01-04-2023 02:00,53,24,3.5,31.5,19.6,1.4,15.1,7,38.4,NA
5673,01-04-2023 02:00,01-04-2023 02:15,53,24,4.1,31.1,19.9,1.4,12.5,6.9,38.7,NA
5674,01-04-2023 02:15,01-04-2023 02:30,53,24,4.1,30,19.3,1.39,13.2,7,39.2,NA
5675,01-04-2023 02:30,01-04-2023 02:45,53,24,4.2,29.8,19.2,1.39,15.9,6.8,34.6,NA
5676,01-04-2023 02:45,01-04-2023 03:00,53,19,4.9,30.2,20.1,1.41,18.2,6.9,33.7,NA
5677,01-04-2023 03:00,01-04-2023 03:15,53,19,4.1,31.2,19.9,1.43,17.6,6.9,31.6,NA
5678,01-04-2023 03:15,01-04-2023 03:30,53,19,3.7,31.3,19.7,1.4,14.6,6.7,28.4,NA
5679,01-04-2023 03:30,01-04-2023 03:45,53,19,3.8,32.1,20.2,1.4,13.3,6.9,24.4,NA
5680,01-04-2023 03:45,01-04-2023 04:00,53,22,4.8,32.7,21.3,1.42,11.4,6.6,23.6,NA
5681,01-04-2023 04:00,01-04-2023 04:15,53,22,5.2,33.3,21.9,1.47,10.6,6.9,17.2,NA
5682,01-04-2023 04:15,01-04-2023 04:30,53,22,5.6,32.6,21.9,1.48,9.4,7.2,16.4,NA
5683,01-04-2023 04:30,01-04-2023 04:45,53,22,5.2,33.3,22,1.44,9.1,7.1,20.9,NA
5684,01-04-2023 04:45,01-04-2023 05:00,53,27,5.6,33.7,22.4,1.58,9,6.8,14.6,NA
5685,01-04-2023 05:00,01-04-2023 05:15,53,27,6.3,35.3,23.9,1.74,8.6,7.6,8.8,NA
5686,01-04-2023 05:15,01-04-2023 05:30,53,27,9.2,38.3,27.8,1.72,7.7,8.4,8.5,NA
5687,01-04-2023 05:30,01-04-2023 05:45,53,27,10.3,40,29.6,1.66,7.5,8.7,10.8,NA
5688,01-04-2023 05:45,01-04-2023 06:00,53,70,10.1,40.7,29.8,1.66,7.8,8.7,12.6,NA
5689,01-04-2023 06:00,01-04-2023 06:15,53,70,8.8,42,29.5,1.61,7.9,8.5,13.9,NA
5690,01-04-2023 06:15,01-04-2023 06:30,53,70,8.6,40.8,28.7,1.53,7.3,8.5,20.1,NA
5691,01-04-2023 06:30,01-04-2023 06:45,53,70,7.3,38.7,26.5,1.67,6.7,8.6,15.2,NA
5692,01-04-2023 06:45,01-04-2023 07:00,53,69,7.9,38.8,27.1,1.89,7.7,8.8,15,NA
5693,01-04-2023 07:00,01-04-2023 07:15,53,69,9,39.6,28.4,1.76,8.8,9.2,19.4,NA
5694,01-04-2023 07:15,01-04-2023 07:30,53,69,9.9,42.8,30.8,1.74,9.3,9.4,14.4,NA
5695,01-04-2023 07:30,01-04-2023 07:45,53,69,11.3,46.3,33.9,1.68,13.3,9.2,21.4,NA
5696,01-04-2023 07:45,01-04-2023 08:00,53,37,10.4,48.2,34.1,1.65,16.9,9.1,27.9,NA
5697,01-04-2023 08:00,01-04-2023 08:15,53,37,8.3,48.9,32.8,1.58,21.5,8.7,31.1,NA
5698,01-04-2023 08:15,01-04-2023 08:30,53,37,6.9,48.9,31.6,1.58,25.1,7.9,31.1,NA
5699,01-04-2023 08:30,01-04-2023 08:45,53,37,6.2,48.6,30.9,1.56,29.8,7.7,30.6,NA
5700,01-04-2023 08:45,01-04-2023 09:00,53,32,6.1,48.6,30.8,1.6,40.6,8.7,NA,NA
5701,01-04-2023 09:00,01-04-2023 09:15,53,32,6.5,48.4,31,1.61,47.6,9.9,NA,NA
5702,01-04-2023 09:15,01-04-2023 09:30,53,32,7.4,47.4,31.2,1.58,40.8,8.7,34.1,NA
5703,01-04-2023 09:30,01-04-2023 09:45,53,32,6.7,46,29.9,1.6,35.8,7.7,37,NA
5704,01-04-2023 09:45,01-04-2023 10:00,53,22,5.8,44.7,28.5,NA,34.2,7.6,38.3,NA
5705,01-04-2023 10:00,01-04-2023 10:15,53,22,4.9,43.2,26.9,NA,33.2,8.4,38.9,NA
5706,01-04-2023 10:15,01-04-2023 10:30,53,22,4.6,41.6,25.9,2.39,31,8.3,42.7,NA
5707,01-04-2023 10:30,01-04-2023 10:45,53,22,4.5,40.2,25,1.56,29.6,7.5,45.7,NA
5708,01-04-2023 10:45,01-04-2023 11:00,53,16,4.6,37.7,23.8,1.51,NA,7.6,49.1,NA
5709,01-04-2023 11:00,01-04-2023 11:15,53,16,4.7,34.2,22,1.51,NA,8.4,53.3,NA
5710,01-04-2023 11:15,01-04-2023 11:30,53,16,4.8,31.9,20.9,1.51,NA,8.6,55.5,NA
5711,01-04-2023 11:30,01-04-2023 11:45,53,16,4.6,30.7,20.1,1.51,21.5,8,57.7,NA
5712,01-04-2023 11:45,01-04-2023 12:00,53,24,NA,NA,NA,1.51,22,NA,60,NA
5713,01-04-2023 12:00,01-04-2023 12:15,53,24,NA,NA,NA,1.5,24.8,NA,61.2,NA
5714,01-04-2023 12:15,01-04-2023 12:30,53,24,NA,NA,NA,1.47,25.6,10.7,62.3,NA
5715,01-04-2023 12:30,01-04-2023 12:45,53,24,3.5,28.1,17.8,1.45,23.8,7.4,66.1,NA
5716,01-04-2023 12:45,01-04-2023 13:00,53,31,4.1,28.4,18.4,1.49,26.8,7.5,65,NA
5717,01-04-2023 13:00,01-04-2023 13:15,53,31,4.4,28.8,18.9,1.6,28.8,8,64.4,NA
5718,01-04-2023 13:15,01-04-2023 13:30,53,31,4.4,30.9,20,1.59,26.4,7.8,59,NA
5719,01-04-2023 13:30,01-04-2023 13:45,53,31,4.6,32,20.8,1.56,22.8,8,62.4,NA
5720,01-04-2023 13:45,01-04-2023 14:00,NA,35,4.4,33.3,21.3,1.53,17,8.4,66.9,NA
5721,01-04-2023 14:00,01-04-2023 14:15,NA,35,4.4,33.2,21.2,1.51,12.8,8.2,67.8,NA
5722,01-04-2023 14:15,01-04-2023 14:30,NA,35,3.4,32.5,20.1,1.51,18.9,8.5,68.9,NA
5723,01-04-2023 14:30,01-04-2023 14:45,NA,35,3.6,30.9,19.4,1.53,30.4,9,69.2,NA
5724,01-04-2023 14:45,01-04-2023 15:00,NA,31,3.7,29,18.5,1.5,27,9.6,71.4,NA
5725,01-04-2023 15:00,01-04-2023 15:15,NA,31,2.5,28.6,17.2,1.51,26.6,10.3,70.9,NA
5726,01-04-2023 15:15,01-04-2023 15:30,NA,31,2.5,28.8,17.4,1.49,22.3,10.7,71.8,NA
5727,01-04-2023 15:30,01-04-2023 15:45,NA,31,2.9,29.6,18.1,1.48,20.2,10.2,74.9,NA
5728,01-04-2023 15:45,01-04-2023 16:00,73,33,3.4,30.2,18.8,1.52,21.4,10,74.7,NA
5729,01-04-2023 16:00,01-04-2023 16:15,73,33,3.1,31.8,19.4,1.51,24.2,9.9,72.5,NA
5730,01-04-2023 16:15,01-04-2023 16:30,73,33,3.1,32.6,19.9,1.56,26.2,9.9,71,NA
5731,01-04-2023 16:30,01-04-2023 16:45,73,33,3.8,33.8,21.1,1.52,22.2,9.5,66.5,NA
5732,01-04-2023 16:45,01-04-2023 17:00,73,39,3.7,34.6,21.4,1.52,18.2,9.7,66.8,NA
5733,01-04-2023 17:00,01-04-2023 17:15,73,39,3.4,35.2,21.4,1.51,18.7,9.4,64.3,NA
5734,01-04-2023 17:15,01-04-2023 17:30,73,39,3.7,35.4,21.8,1.49,25,8.3,61.8,NA
5735,01-04-2023 17:30,01-04-2023 17:45,73,39,4,34.8,21.8,1.51,22.2,8.1,59.5,NA
5736,01-04-2023 17:45,01-04-2023 18:00,73,35,3.8,35,21.7,1.48,15.6,7.5,57.5,NA
5737,01-04-2023 18:00,01-04-2023 18:15,73,35,3.9,35.2,21.9,1.49,14.7,7.5,56.1,NA
